epoch,accuracy,loss,val_accuracy,val_loss
1,0.9866666793823242,0.04258207604289055,0.9850000143051147,0.08278481662273407
2,0.9883333444595337,0.0378398522734642,0.9850000143051147,0.07664953172206879
3,0.9866666793823242,0.0372164249420166,0.9850000143051147,0.07502610981464386
4,0.9883333444595337,0.036340031772851944,0.9850000143051147,0.07321979850530624
5,0.9883333444595337,0.03563399612903595,0.9850000143051147,0.07227709144353867
6,0.9900000095367432,0.035049840807914734,0.9850000143051147,0.07144153863191605
7,0.9900000095367432,0.03437938541173935,0.9850000143051147,0.0718989148736
8,0.9916666746139526,0.03381248563528061,0.9850000143051147,0.07165050506591797
9,0.9916666746139526,0.03317569941282272,0.9850000143051147,0.07065055519342422
10,0.9916666746139526,0.03283383697271347,0.9850000143051147,0.07239820808172226
11,0.9933333396911621,0.032010894268751144,0.9850000143051147,0.07241212576627731
12,0.9933333396911621,0.031787894666194916,0.9850000143051147,0.07228846848011017
13,0.9933333396911621,0.031083470210433006,0.9850000143051147,0.06966129690408707
14,0.9933333396911621,0.030651627108454704,0.9850000143051147,0.07100753486156464
15,0.9933333396911621,0.030102895572781563,0.9850000143051147,0.06996755301952362
16,0.9933333396911621,0.02977614663541317,0.9850000143051147,0.07008278369903564
17,0.9933333396911621,0.029049228876829147,0.9850000143051147,0.06941280514001846
18,0.9933333396911621,0.028765080496668816,0.9850000143051147,0.07098673284053802
19,0.9933333396911621,0.028323723003268242,0.9850000143051147,0.07086902856826782
20,0.9933333396911621,0.02777199074625969,0.9850000143051147,0.07340803742408752
21,0.9933333396911621,0.027539558708667755,0.9800000190734863,0.07348168641328812
22,0.9933333396911621,0.02670808508992195,0.9850000143051147,0.07368911057710648
23,0.9933333396911621,0.02688605710864067,0.9800000190734863,0.07473339885473251
24,0.9933333396911621,0.02597140707075596,0.9850000143051147,0.07731205970048904
25,0.9933333396911621,0.025904905050992966,0.9800000190734863,0.07667982578277588
26,0.9933333396911621,0.02522648684680462,0.9850000143051147,0.07816559821367264
27,0.9933333396911621,0.02528633177280426,0.9800000190734863,0.07818551361560822
28,0.9933333396911621,0.024368492886424065,0.9850000143051147,0.0796591117978096
29,0.9933333396911621,0.02453320100903511,0.9800000190734863,0.08069367706775665
30,0.9933333396911621,0.02359016425907612,0.9800000190734863,0.08038081228733063
31,0.9933333396911621,0.023590296506881714,0.9800000190734863,0.08277210593223572
32,0.9933333396911621,0.022814011201262474,0.9800000190734863,0.08425480127334595
33,0.9933333396911621,0.02281614951789379,0.9800000190734863,0.08617005497217178
34,0.9933333396911621,0.022173017263412476,0.9800000190734863,0.0857289582490921
35,0.9933333396911621,0.022009234875440598,0.9800000190734863,0.08748766779899597
36,0.9933333396911621,0.021485822275280952,0.9800000190734863,0.08686414361000061
37,0.9933333396911621,0.02115350402891636,0.9800000190734863,0.09142766147851944
